n.category_name,n.source
"""random dynamical system""","""OpenAlex"""
"""facility location problem""","""OpenAIRE"""
"""projected dynamical system""","""OpenAIRE"""
"""flood forecasting""","""OpenAlex"""
"""hydrograph""","""OpenAlex"""
"""flood myth""","""OpenAlex"""
"""warning system""","""OpenAlex"""
"""early warning system""","""OpenAlex"""
"""european commission""","""OpenAlex"""
"""flood warning""","""OpenAIRE"""
"""flood forecasting""","""OpenAIRE"""
"""hydrograph""","""OpenAIRE"""
"""normal force""","""OpenAIRE"""
"""specimen handling""","""OpenAIRE"""
"""pie chart""","""OpenAlex"""
"""tag cloud""","""OpenAlex"""
"""temporal information""","""OpenAIRE"""
"""scalp eeg""","""OpenAIRE"""
"""offshore wind power""","""OpenAlex"""
"""power system control""","""OpenAIRE"""
"""s-attributed grammar""","""OpenAlex"""
"""formal grammar""","""OpenAIRE"""
"""sequential probability ratio test""","""OpenAlex"""
"""metabolic cost""","""OpenAlex"""
"""assisted gps""","""OpenAlex"""
"""intraparietal sulcus""","""OpenAlex"""
"""middle frontal gyrus""","""OpenAlex"""
"""precentral gyrus""","""OpenAlex"""
"""apraxia""","""OpenAIRE"""
"""limb apraxia""","""OpenAIRE"""
"""middle frontal gyrus""","""OpenAIRE"""
"""ideomotor apraxia""","""OpenAIRE"""
"""social inequality""","""OpenAlex"""
"""arabidopsis thaliana""","""OpenAIRE"""
"""aquaculture""","""OpenAlex"""
"""nice""","""OpenAlex"""
"""nice""","""OpenAIRE"""
"""cost-effectiveness analysis""","""OpenAIRE"""
"""ambiguity function""","""OpenAlex"""
"""ambiguity function""","""OpenAIRE"""
"""group delay and phase delay""","""OpenAIRE"""
"""mean square""","""OpenAlex"""
"""competitive equilibrium""","""OpenAIRE"""
"""clockwise""","""OpenAlex"""
"""haptic perception""","""OpenAIRE"""
"""isometric exercise""","""OpenAIRE"""
"""strain gauge""","""OpenAIRE"""
"""lift (force)""","""OpenAIRE"""
"""lexical analysis""","""OpenAlex"""
"""chatbot""","""OpenAlex"""
"""affection""","""OpenAlex"""
"""chatbot""","""OpenAIRE"""
"""affection""","""OpenAIRE"""
"""memory development""","""OpenAlex"""
"""psychology adolescent""","""OpenAIRE"""
"""malaria""","""OpenAlex"""
"""sketch recognition""","""OpenAIRE"""
"""critical factors""","""OpenAIRE"""
"""bengali""","""OpenAlex"""
"""medicinal plants""","""OpenAlex"""
"""genetic recombination""","""OpenAIRE"""
"""nucleotide diversity""","""OpenAIRE"""
"""air quality index""","""OpenAlex"""
"""air pollution""","""OpenAlex"""
"""cadmium""","""OpenAIRE"""
"""trace element""","""OpenAIRE"""
"""manganese""","""OpenAIRE"""
"""monochromatic color""","""OpenAlex"""
"""contrast-to-noise ratio""","""OpenAlex"""
"""monochromatic color""","""OpenAIRE"""
"""multinomial probit""","""OpenAIRE"""
"""faith""","""OpenAIRE"""
"""evolutionary biology bioinformatics""","""OpenAIRE"""
"""evolutionary biology genomics""","""OpenAIRE"""
"""x chromosome""","""OpenAIRE"""
"""document classification""","""OpenAlex"""
"""experimental research""","""OpenAIRE"""
"""religion""","""OpenAIRE"""
"""co-creation""","""OpenAIRE"""
"""transfection""","""OpenAIRE"""
"""jealousy""","""OpenAlex"""
"""jealousy""","""OpenAIRE"""
"""digital audio""","""OpenAlex"""
"""auditory masking""","""OpenAIRE"""
"""process mining""","""OpenAIRE"""
"""industrial sociology""","""OpenAIRE"""
"""front (military)""","""OpenAIRE"""
"""object permanence""","""OpenAIRE"""
"""intellectual development""","""OpenAIRE"""
"""transplantation""","""OpenAlex"""
"""illusory contours""","""OpenAlex"""
"""receptors estrogen""","""OpenAIRE"""
"""active database""","""OpenAIRE"""
"""class hierarchy""","""OpenAIRE"""
"""van der pol oscillator""","""OpenAIRE"""
"""online discussion""","""OpenAlex"""
"""indifference graph""","""OpenAIRE"""
"""pathwidth""","""OpenAIRE"""
"""random regular graph""","""OpenAIRE"""
"""graph product""","""OpenAIRE"""
"""gender differences""","""OpenAIRE"""
"""on demand""","""OpenAIRE"""
"""schematic""","""OpenAIRE"""
"""input impedance""","""OpenAIRE"""
"""storm""","""OpenAIRE"""
"""diastereomer""","""OpenAIRE"""
"""excursion""","""OpenAIRE"""
"""effects of global warming""","""OpenAIRE"""
"""tautology (logic)""","""OpenAlex"""
"""concreteness""","""OpenAIRE"""
"""angular distance""","""OpenAIRE"""
"""longitude""","""OpenAIRE"""
"""direct numerical simulation""","""OpenAIRE"""
"""gabor filter""","""OpenAIRE"""
"""qa electronic computers computer science""","""OpenAIRE"""
"""topological data analysis""","""OpenAIRE"""
"""eyewitness identification""","""OpenAIRE"""
"""scanning tunneling spectroscopy""","""OpenAlex"""
"""scanning ion-conductance microscopy""","""OpenAIRE"""
"""circuit complexity""","""OpenAlex"""
"""dtime""","""OpenAlex"""
"""time hierarchy theorem""","""OpenAlex"""
"""structural complexity theory""","""OpenAlex"""
"""universal turing machine""","""OpenAlex"""
"""-exptime""","""OpenAIRE"""
"""ph""","""OpenAIRE"""
"""atom""","""OpenAIRE"""
"""data patterns""","""OpenAIRE"""
"""sound power""","""OpenAIRE"""
"""linear phase""","""OpenAlex"""
"""sdv gen ga life sciences q-bio genetics animal genetics""","""OpenAIRE"""
"""lcsh animal culture""","""OpenAIRE"""
"""melanin""","""OpenAlex"""
"""feather""","""OpenAlex"""
"""human skin""","""OpenAIRE"""
"""sheep""","""OpenAIRE"""
"""skin color""","""OpenAIRE"""
"""feather""","""OpenAIRE"""
"""melanocytes""","""OpenAIRE"""
"""hair""","""OpenAIRE"""
"""organizational level""","""OpenAIRE"""
"""dependency psychological""","""OpenAIRE"""
"""machiavellianism""","""OpenAIRE"""
"""social comparison theory""","""OpenAIRE"""
"""psychological distance""","""OpenAIRE"""
"""machine learning algorithms""","""OpenAIRE"""
"""kernel""","""OpenAIRE"""
"""business process reengineering""","""OpenAIRE"""
"""absorption spectroscopy""","""OpenAIRE"""
"""formaldehyde""","""OpenAIRE"""
"""temperature gradient""","""OpenAIRE"""
"""candidacy""","""OpenAlex"""
"""qtl""","""OpenAIRE"""
"""linkage disequilibrium mapping""","""OpenAIRE"""
"""amplified fragment length polymorphism""","""OpenAIRE"""
"""corollary""","""OpenAlex"""
"""rehabilitation robotics""","""OpenAlex"""
"""climb""","""OpenAlex"""
"""climb""","""OpenAIRE"""
"""transparency (human-computer interaction)""","""OpenAIRE"""
"""speed of sound""","""OpenAIRE"""
"""hidden markov models""","""OpenAIRE"""
"""atomic""","""OpenAIRE"""
"""bispectrum""","""OpenAIRE"""
"""exchange of information""","""OpenAIRE"""
"""irrational number""","""OpenAIRE"""
"""admittance""","""OpenAIRE"""
"""parametric programming""","""OpenAlex"""
"""tissue scaffolds""","""OpenAIRE"""
"""printing""","""OpenAIRE"""
"""optimization methods""","""OpenAIRE"""
"""ultrastructure""","""OpenAIRE"""
"""histocompatibility""","""OpenAIRE"""
"""retinitis pigmentosa""","""OpenAIRE"""
"""cerebral arteries""","""OpenAIRE"""
"""computed tomographic""","""OpenAIRE"""
"""remote patient monitoring""","""OpenAlex"""
"""continuous monitoring""","""OpenAlex"""
"""blood circulation""","""OpenAIRE"""
"""speech error""","""OpenAlex"""
"""swift""","""OpenAlex"""
"""voltage drop""","""OpenAIRE"""
"""then test""","""OpenAIRE"""
"""peer victimization""","""OpenAIRE"""
"""maximum likelihood sequence estimation""","""OpenAIRE"""
"""weight distribution""","""OpenAIRE"""
"""voluntary association""","""OpenAlex"""
"""donation""","""OpenAIRE"""
"""non-profit organizations types of organization""","""OpenAIRE"""
"""english as a foreign language""","""OpenAIRE"""
"""foreign language anxiety""","""OpenAIRE"""
"""probability vector""","""OpenAIRE"""
"""brillouin scattering""","""OpenAlex"""
"""brillouin zone""","""OpenAlex"""
"""acoustic wave""","""OpenAIRE"""
"""brillouin scattering""","""OpenAIRE"""
"""changeover""","""OpenAlex"""
"""telephony""","""OpenAIRE"""
"""loss aversion""","""OpenAIRE"""
"""probability matching""","""OpenAIRE"""
"""cladistics""","""OpenAlex"""
"""cladistics""","""OpenAIRE"""
"""brier score""","""OpenAlex"""
"""brier score""","""OpenAIRE"""
"""scoring rule""","""OpenAIRE"""
"""service-oriented architecture""","""OpenAIRE"""
"""errors-in-variables models""","""OpenAlex"""
"""methods online""","""OpenAIRE"""
"""seekers""","""OpenAlex"""
"""protestantism""","""OpenAlex"""
"""protestantism""","""OpenAIRE"""
"""salmon""","""OpenAIRE"""
"""salmo""","""OpenAIRE"""
"""value capture""","""OpenAlex"""
"""early adopter""","""OpenAIRE"""
"""asian""","""OpenAIRE"""
"""environmentalism""","""OpenAlex"""
"""dissent""","""OpenAlex"""
"""dissent""","""OpenAIRE"""
"""environmental degradation""","""OpenAIRE"""
"""command and control""","""OpenAIRE"""
"""odometer""","""OpenAlex"""
"""odometer""","""OpenAIRE"""
"""broadcasting (networking)""","""OpenAIRE"""
"""liquid crystals""","""OpenAIRE"""
"""adventure""","""OpenAIRE"""
"""visual arts""","""OpenAIRE"""
"""other""","""OpenAIRE"""
"""yield curve""","""OpenAIRE"""
"""brand image""","""OpenAlex"""
"""disability studies""","""OpenAlex"""
"""medical model of disability""","""OpenAlex"""
"""test of english as a foreign language""","""OpenAIRE"""
"""interdisciplinarity""","""OpenAlex"""
"""knowledge organization""","""OpenAlex"""
"""information mapping""","""OpenAIRE"""
"""domain analysis""","""OpenAIRE"""
"""complementarity theory""","""OpenAlex"""
"""complementarity theory""","""OpenAIRE"""
"""criss-cross algorithm""","""OpenAIRE"""
"""group dynamic""","""OpenAlex"""
"""social conflict""","""OpenAIRE"""
"""group dynamic""","""OpenAIRE"""
"""chaos""","""OpenAIRE"""
"""linear-fractional programming""","""OpenAlex"""
"""reactive programming""","""OpenAIRE"""
"""personal development""","""OpenAlex"""
"""stress disorders""","""OpenAIRE"""
"""discrete orthogonal polynomials""","""OpenAIRE"""
"""sobolev space""","""OpenAIRE"""
"""orthogonal polynomials""","""OpenAIRE"""
"""index finger""","""OpenAIRE"""
"""human operator""","""OpenAIRE"""
"""apriori algorithm""","""OpenAlex"""
"""complete information""","""OpenAlex"""
"""disequilibrium""","""OpenAIRE"""
"""strain hardening exponent""","""OpenAlex"""
"""homo sapiens""","""OpenAlex"""
"""troglodytes""","""OpenAIRE"""
"""homo sapiens""","""OpenAIRE"""
"""subclass""","""OpenAlex"""
"""lymphoma""","""OpenAIRE"""
"""subclass""","""OpenAIRE"""
"""oncology and carcinogenesis""","""OpenAIRE"""
"""human-machine system""","""OpenAIRE"""
"""spiking neural networks""","""OpenAIRE"""
"""african american""","""OpenAIRE"""
"""maximum principle""","""OpenAlex"""
"""pontryagin's minimum principle""","""OpenAIRE"""
"""answer set programming""","""OpenAlex"""
"""answer set programming""","""OpenAIRE"""
"""negation as failure""","""OpenAIRE"""
"""frame problem""","""OpenAIRE"""
"""water movements""","""OpenAIRE"""
"""homoscedasticity""","""OpenAIRE"""
"""engineering support""","""OpenAIRE"""
"""video retrieval""","""OpenAlex"""
"""data transformation (statistics)""","""OpenAIRE"""
"""right hemisphere""","""OpenAlex"""
"""right hemisphere""","""OpenAIRE"""
"""blindsight""","""OpenAIRE"""
"""sales management""","""OpenAlex"""
"""vectorization (mathematics)""","""OpenAlex"""
"""solidarity""","""OpenAIRE"""
"""network delay""","""OpenAIRE"""
"""rdf""","""OpenAIRE"""
"""hacker""","""OpenAIRE"""
"""tools""","""OpenAIRE"""
"""motor skills disorders""","""OpenAIRE"""
"""informal organization""","""OpenAIRE"""
"""formal organization""","""OpenAIRE"""
"""mixed boundary condition""","""OpenAIRE"""
"""misattribution of memory""","""OpenAlex"""
"""reconstructive memory""","""OpenAlex"""
"""memory errors""","""OpenAlex"""
"""laparotomy""","""OpenAIRE"""
"""distributed feedback laser""","""OpenAIRE"""
"""inelastic scattering""","""OpenAIRE"""
"""morning""","""OpenAlex"""
"""evening""","""OpenAlex"""
"""evening""","""OpenAIRE"""
"""condorcet's jury theorem""","""OpenAIRE"""
"""condorcet method""","""OpenAIRE"""
"""axial symmetry""","""OpenAlex"""
"""diffusion anisotropy""","""OpenAIRE"""
"""small and medium-sized enterprises""","""OpenAlex"""
"""case studies""","""OpenAIRE"""
"""multiple case""","""OpenAIRE"""
"""medical informatics applications""","""OpenAIRE"""
"""maturity (psychological)""","""OpenAIRE"""
"""arteries""","""OpenAIRE"""
"""aorta""","""OpenAIRE"""
"""zero set""","""OpenAIRE"""
"""electron holography""","""OpenAlex"""
"""surface structure""","""OpenAIRE"""
"""sea ice""","""OpenAlex"""
"""provisioning""","""OpenAlex"""
"""deconstruction (building)""","""OpenAlex"""
"""cost estimate""","""OpenAlex"""
"""contract management""","""OpenAIRE"""
"""information bottleneck method""","""OpenAIRE"""
"""moving target indication""","""OpenAlex"""
"""pulse-doppler radar""","""OpenAlex"""
"""track-before-detect""","""OpenAIRE"""
"""dirichlet process""","""OpenAlex"""
"""semiparametric regression""","""OpenAlex"""
"""pneumatic artificial muscles""","""OpenAlex"""
"""receptors n-methyl-d-aspartate""","""OpenAIRE"""
"""substantia nigra""","""OpenAIRE"""
"""fourier transform ion cyclotron resonance""","""OpenAlex"""
"""organic matter""","""OpenAlex"""
"""soil pollutants""","""OpenAIRE"""
"""organic matter""","""OpenAIRE"""
"""environmental systems analysis""","""OpenAIRE"""
"""plotter""","""OpenAlex"""
"""well-formed formula""","""OpenAlex"""
"""key person insurance""","""OpenAIRE"""
"""identity theft""","""OpenAIRE"""
"""authorization""","""OpenAIRE"""
"""robot calibration""","""OpenAlex"""
"""virtual actor""","""OpenAIRE"""
"""plume""","""OpenAlex"""
"""behavior-based robotics""","""OpenAIRE"""
"""demographics""","""OpenAIRE"""
"""binary entropy function""","""OpenAIRE"""
"""transducers""","""OpenAIRE"""
"""elderly persons""","""OpenAIRE"""
"""common framework""","""OpenAIRE"""
"""neurodevelopmental disorders donders center for medical neuroscience radboudumc""","""OpenAIRE"""
"""stress-related disorders donders center for medical neuroscience radboudumc""","""OpenAIRE"""
"""statistical imaging neuroscience""","""OpenAIRE"""
"""lcsh mechanical engineering and machinery""","""OpenAIRE"""
"""lcsh tj-""","""OpenAIRE"""
"""autonomous vehicles""","""OpenAIRE"""
"""reduced cost""","""OpenAIRE"""
"""rain""","""OpenAIRE"""
"""water conservation""","""OpenAIRE"""
"""logistic model tree""","""OpenAlex"""
"""information gain ratio""","""OpenAIRE"""
"""online participation""","""OpenAlex"""
"""whale""","""OpenAlex"""
"""cognitive artificial intelligence""","""OpenAIRE"""
"""regional policy""","""OpenAIRE"""
"""scale""","""OpenAIRE"""
"""load bearing""","""OpenAlex"""
"""ligaments articular""","""OpenAIRE"""
"""viral replication""","""OpenAlex"""
"""viral replication""","""OpenAIRE"""
"""stem cell""","""OpenAIRE"""
"""questionnaire study""","""OpenAIRE"""
"""dominance (genetics)""","""OpenAIRE"""
"""coefficient of restitution""","""OpenAlex"""
"""simple harmonic motion""","""OpenAlex"""
"""harmonic (mathematics)""","""OpenAIRE"""
"""coefficient of restitution""","""OpenAIRE"""
"""metabolite""","""OpenAlex"""
"""partial volume""","""OpenAlex"""
"""magnetic resonance spectroscopic imaging""","""OpenAIRE"""
"""second law of thermodynamics""","""OpenAlex"""
"""laws of thermodynamics""","""OpenAlex"""
"""second law of thermodynamics""","""OpenAIRE"""
"""bounded variation""","""OpenAIRE"""
"""public service""","""OpenAIRE"""
"""programming language theory""","""OpenAIRE"""
"""fuzzy analytic hierarchy process""","""OpenAIRE"""
"""protein subunit""","""OpenAlex"""
"""globin""","""OpenAlex"""
"""catalase""","""OpenAIRE"""
"""ligand (biochemistry)""","""OpenAIRE"""
"""globin""","""OpenAIRE"""
"""information search process""","""OpenAIRE"""
"""triangle inequality""","""OpenAlex"""
"""triangle inequality""","""OpenAIRE"""
"""pi microscope""","""OpenAlex"""
"""proof complexity""","""OpenAlex"""
"""autocovariance""","""OpenAIRE"""
"""unit disk""","""OpenAlex"""
"""endomorphism""","""OpenAIRE"""
"""periodic orbits""","""OpenAIRE"""
"""terror management theory""","""OpenAlex"""
"""mortality salience""","""OpenAlex"""
"""terror management theory""","""OpenAIRE"""
"""world view""","""OpenAIRE"""
"""dirichlet problem""","""OpenAIRE"""
"""college instruction""","""OpenAIRE"""
"""truth value""","""OpenAIRE"""
"""trait anxiety""","""OpenAlex"""
"""locally compact space""","""OpenAlex"""
"""uniform continuity""","""OpenAIRE"""
"""icts""","""OpenAIRE"""
"""clinical research design""","""OpenAIRE"""
"""transmembrane protein""","""OpenAlex"""
"""transmembrane protein""","""OpenAIRE"""
"""radioimmunoassay""","""OpenAIRE"""
"""feces""","""OpenAIRE"""
"""ships""","""OpenAIRE"""
"""underwater noise""","""OpenAIRE"""
"""convention""","""OpenAIRE"""
"""patient dropouts""","""OpenAIRE"""
"""bondareva-shapley theorem""","""OpenAIRE"""
"""symmetric game""","""OpenAIRE"""
"""fresnel diffraction""","""OpenAlex"""
"""optical correlator""","""OpenAIRE"""
"""diffraction grating""","""OpenAIRE"""
"""methods of contour integration""","""OpenAlex"""
"""methods of contour integration""","""OpenAIRE"""
"""indel""","""OpenAlex"""
"""indel mutation""","""OpenAIRE"""
"""indel""","""OpenAIRE"""
"""viable system model""","""OpenAlex"""
"""recall rate""","""OpenAlex"""
"""crowd density""","""OpenAIRE"""
"""multigrid method""","""OpenAlex"""
"""helmholtz equation""","""OpenAlex"""
"""boom""","""OpenAlex"""
"""supersymmetric gauge theory""","""OpenAlex"""
"""brane cosmology""","""OpenAlex"""
"""field theory (psychology)""","""OpenAIRE"""
"""text corpus""","""OpenAlex"""
"""performance appraisal""","""OpenAlex"""
"""suture techniques""","""OpenAIRE"""
"""continuing education""","""OpenAIRE"""
"""education medical continuing""","""OpenAIRE"""
"""training program""","""OpenAIRE"""
"""cubic graph""","""OpenAIRE"""
"""self-reference effect""","""OpenAIRE"""
"""nanocrystal""","""OpenAlex"""
"""wheelchair""","""OpenAlex"""
"""wheelchair""","""OpenAIRE"""
"""wheelchairs""","""OpenAIRE"""
"""coactivation""","""OpenAIRE"""
"""improvisation""","""OpenAlex"""
"""improvisation""","""OpenAIRE"""
"""prime-factor fft algorithm""","""OpenAlex"""
"""split-radix fft algorithm""","""OpenAlex"""
"""sleep rem""","""OpenAIRE"""
"""non-rapid eye movement sleep""","""OpenAIRE"""
"""project commissioning""","""OpenAlex"""
"""anterior cruciate ligament""","""OpenAlex"""
"""knee flexion""","""OpenAlex"""
